date,open,high,low,close,adj close,volume,company
2019-09-09,30.93,31.18,29.51,30.69,30.69,255026800,AMD
2019-09-16,30.37,31.32,29.65,30.05,30.05,255848100,AMD
2019-09-23,30.12,30.8,28.35,28.72,28.72,270401100,AMD
2019-09-30,28.89,29.54,27.43,29.01,29.01,208790000,AMD
2019-10-07,28.9,30.2,27.92,29.75,29.75,226181400,AMD
2019-10-14,29.71,31.41,29.38,30.97,30.97,205444900,AMD
2019-10-21,31.5,32.86,30.83,32.71,32.71,188127000,AMD
2019-10-28,33.16,35.0,32.03,34.89,34.89,340272700,AMD
2019-11-04,35.19,37.18,34.76,36.29,36.29,313571600,AMD
2019-11-11,35.96,39.37,35.58,38.56,38.56,298611900,AMD
2019-11-18,38.65,41.79,38.19,39.15,39.15,385245000,AMD
2019-11-25,39.5,40.17,38.81,39.15,39.15,140612800,AMD
2019-12-02,39.32,40.22,37.15,39.63,39.63,198241400,AMD
2019-12-09,39.46,42.95,38.82,41.15,41.15,260165800,AMD
2019-12-16,41.73,44.26,41.73,44.15,44.15,256747900,AMD
2019-12-23,44.58,47.31,44.39,46.18,46.18,194462800,AMD
2019-12-30,46.14,49.39,44.66,48.6,48.6,226281400,AMD
2020-01-06,48.02,49.96,47.14,48.17,48.17,280409800,AMD
2020-01-13,48.66,51.05,47.91,50.93,50.93,229651300,AMD
2020-01-20,50.96,52.81,49.47,50.35,50.35,210007500,AMD
2020-01-27,48.45,50.85,46.1,47.0,47.0,354354900,AMD
2020-02-03,46.4,50.67,46.23,49.73,49.73,237800900,AMD
2020-02-10,49.47,55.4,49.35,55.31,55.31,285691100,AMD
2020-02-17,54.94,59.27,52.89,53.28,53.28,291205000,AMD
2020-02-24,48.18,51.24,41.04,45.48,45.48,468449900,AMD
2020-03-02,47.42,50.2,44.66,48.59,48.59,560502400,AMD
2020-03-09,43.03,46.34,39.0,43.9,43.9,452840300,AMD
2020-03-16,39.08,43.37,36.75,39.61,39.61,480035600,AMD
2020-03-23,40.62,47.98,38.95,46.58,46.58,450538700,AMD
2020-03-30,47.24,48.53,41.7,42.59,42.59,402412500,AMD
2020-04-06,44.3,50.25,44.06,48.38,48.38,329593600,AMD
2020-04-13,48.47,58.08,48.23,56.6,56.6,413426200,AMD
2020-04-20,55.98,58.63,51.41,56.18,56.18,401739000,AMD
2020-04-27,57.44,58.0,49.09,49.88,49.88,388977400,AMD
2020-05-04,49.82,53.51,49.73,53.19,53.19,256931900,AMD
2020-05-11,52.9,56.58,51.3,54.2,54.2,341967100,AMD
2020-05-18,54.98,56.98,53.78,55.17,55.17,251866100,AMD
2020-05-25,56.01,56.08,49.09,53.8,53.8,272370300,AMD
2020-06-01,53.31,54.11,52.01,53.1,53.1,225262300,AMD
2020-06-08,53.3,59.0,52.11,53.5,53.5,348224700,AMD
2020-06-15,52.58,56.07,52.41,54.23,54.23,245993100,AMD
2020-06-22,54.67,55.37,49.45,50.1,50.1,262944600,AMD
2020-06-29,50.15,53.19,48.42,52.34,52.34,153633800,AMD
2020-07-06,52.9,58.15,52.07,55.88,55.88,251586800,AMD
2020-07-13,56.68,58.35,52.26,55.04,55.04,226589700,AMD
2020-07-20,55.23,69.94,54.83,69.4,69.4,537078300,AMD
2020-07-27,69.28,78.96,67.02,77.43,77.43,486977700,AMD
2020-08-03,78.19,87.29,77.06,84.85,84.85,384452400,AMD
2020-08-10,85.05,85.16,76.1,81.3,81.3,336724400,AMD
2020-08-17,82.09,84.41,79.12,83.81,83.81,191157300,AMD
2020-08-24,84.55,87.72,82.35,85.55,85.55,217345300,AMD
2020-08-31,85.05,94.28,76.33,82.01,82.01,366578900,AMD
2020-09-07,78.05,83.31,75.04,76.34,76.34,215382000,AMD
2020-09-14,76.8,80.33,73.85,74.93,74.93,250418600,AMD
2020-09-21,74.23,78.79,73.88,78.06,78.06,265431300,AMD
2020-09-28,79.12,85.25,77.52,81.8,81.8,266140300,AMD
2020-10-05,82.55,88.72,82.35,83.1,83.1,277422700,AMD
2020-10-12,83.65,86.09,82.41,83.17,83.17,196007500,AMD
2020-10-19,83.62,84.65,78.42,81.96,81.96,195899400,AMD
2020-10-26,82.55,84.97,74.23,75.29,75.29,406756200,AMD
2020-11-02,75.85,86.09,73.76,85.88,85.88,253944400,AMD
2020-11-09,84.24,87.05,77.63,81.43,81.43,237995000,AMD
2020-11-16,81.21,86.1,80.48,84.64,84.64,183207500,AMD
2020-11-23,85.52,88.0,83.32,87.19,87.19,147411500,AMD
2020-11-30,87.33,96.37,86.53,94.04,94.04,282485400,AMD
2020-12-07,94.95,95.0,89.03,91.65,91.65,188066100,AMD
2020-12-14,92.21,97.98,91.85,95.92,95.92,224014900,AMD
2020-12-21,94.25,95.28,90.53,91.81,91.81,125466800,AMD
2020-12-28,92.93,93.14,89.43,91.71,91.71,113151200,AMD
2021-01-04,92.11,96.4,89.46,94.58,94.58,220635900,AMD
2021-01-11,94.03,99.23,87.86,88.21,88.21,279733900,AMD
2021-01-18,89.56,95.95,87.24,92.79,92.79,205817500,AMD
2021-01-25,94.14,95.74,85.02,85.64,85.64,291661400,AMD
2021-02-01,86.83,89.48,84.66,87.9,87.9,169582500,AMD
2021-02-08,88.31,94.22,87.98,93.77,93.77,201787000,AMD
2021-02-15,93.9,94.0,87.31,89.58,89.58,132524600,AMD
2021-02-22,88.15,88.3,79.36,84.51,84.51,231060300,AMD
2021-03-01,85.37,86.95,74.2,78.52,78.52,230213700,AMD
2021-03-08,78.03,81.89,73.86,81.05,81.05,221590500,AMD
2021-03-15,81.91,84.75,77.59,79.06,79.06,218698900,AMD
2021-03-22,79.99,81.27,74.96,77.41,77.41,217752600,AMD
2021-03-29,77.03,81.31,74.85,81.09,81.09,160155500,AMD
2021-04-05,81.74,83.79,80.35,82.76,82.76,172214600,AMD
2021-04-12,82.06,83.95,77.94,82.15,82.15,250353300,AMD
2021-04-19,82.13,83.3,78.51,82.76,82.76,197202400,AMD
2021-04-26,83.35,89.2,81.42,81.62,81.62,326321100,AMD
2021-05-03,81.97,82.0,76.47,78.81,78.81,243443300,AMD
2021-05-10,78.2,78.3,72.5,74.59,74.59,225676700,AMD
2021-05-17,74.22,78.81,72.76,77.17,77.17,236064000,AMD
2021-05-24,77.26,81.09,76.8,80.08,80.08,187737300,AMD
2021-05-31,81.01,82.91,80.26,81.58,81.58,134836000,AMD
2021-06-07,81.4,82.65,79.7,81.31,81.31,137335300,AMD
2021-06-14,81.51,85.77,78.96,84.65,84.65,220182400,AMD
2021-06-21,83.49,87.14,82.21,85.62,85.62,172539400,AMD
2021-06-28,86.38,95.27,86.15,94.7,94.7,256540200,AMD
2021-07-05,94.88,95.44,87.45,90.9,90.9,177380500,AMD
2021-07-12,91.22,91.9,85.68,85.89,85.89,161808100,AMD
2021-07-19,84.99,92.37,84.24,92.15,92.15,162242700,AMD
2021-07-26,92.01,106.97,89.1,106.19,106.19,527380300,AMD
2021-08-02,105.93,122.49,103.83,110.11,110.11,780433600,AMD
2021-08-09,111.31,112.33,104.36,110.55,110.55,481264900,AMD
2021-08-16,110.2,111.58,101.98,104.65,104.65,353112300,AMD
2021-08-23,105.3,111.78,104.86,111.4,111.4,278032600,AMD
2021-08-30,112.61,114.49,108.5,109.92,109.92,226745400,AMD
2021-09-06,109.96,110.58,104.98,105.2,105.2,136343300,AMD
2021-09-13,105.26,106.82,102.63,103.88,103.88,199074800,AMD
2021-09-20,101.58,106.86,99.51,105.8,105.8,174135500,AMD
2021-09-27,105.07,108.44,99.81,102.45,102.45,277766300,AMD
2021-10-04,101.74,107.95,99.82,105.06,105.06,184660100,AMD
2021-10-11,104.62,112.84,104.02,112.12,112.12,202059400,AMD
2021-10-18,111.9,121.56,111.37,119.82,119.82,195164100,AMD
2021-10-25,120.52,128.08,118.6,120.23,120.23,306860900,AMD
2021-11-01,119.45,141.22,118.13,136.34,136.34,317335300,AMD
2021-11-08,137.7,155.65,137.7,147.89,147.89,443022500,AMD
2021-11-15,148.0,158.89,142.86,155.41,155.41,262181200,AMD
2021-11-22,157.14,161.88,145.3,154.81,154.81,218449000,AMD
2021-11-29,157.5,164.46,140.72,144.01,144.01,318731700,AMD
2021-12-06,141.14,147.04,134.2,138.55,138.55,256357600,AMD
2021-12-13,138.25,147.93,130.6,137.75,137.75,284366100,AMD
2021-12-20,135.97,149.02,133.52,146.14,146.14,191558100,AMD
2021-12-27,147.51,156.73,143.55,143.9,143.9,257101800,AMD
2022-01-03,145.14,152.42,131.13,132.0,132.0,328244300,AMD
2022-01-10,129.08,141.25,125.03,136.88,136.88,379191300,AMD
2022-01-17,134.5,136.39,118.39,118.81,118.81,313201800,AMD
2022-01-24,115.4,117.16,99.35,105.24,105.24,520769200,AMD
2022-01-31,107.93,130.06,106.9,123.6,123.6,589550400,AMD
2022-02-07,123.56,132.96,111.81,113.18,113.18,533187300,AMD
2022-02-14,115.51,121.88,109.89,113.83,113.83,610732700,AMD
2022-02-21,115.27,121.23,104.26,121.06,121.06,532725500,AMD
2022-02-28,120.31,124.61,106.81,108.41,108.41,594098900,AMD
2022-03-07,108.53,111.71,100.08,104.29,104.29,520400400,AMD
2022-03-14,102.99,115.42,101.04,113.46,113.46,524883500,AMD
2022-03-21,113.73,121.4,112.21,119.67,119.67,511971400,AMD
2022-03-28,117.7,125.67,106.1,108.19,108.19,545457900,AMD
2022-04-04,109.97,110.94,100.42,101.0,101.0,459554700,AMD
2022-04-11,98.6,99.59,92.92,93.06,93.06,335856900,AMD
2022-04-18,92.03,97.91,87.94,88.14,88.14,371862600,AMD
2022-04-25,89.86,91.79,84.02,85.52,85.52,439876600,AMD
2022-05-02,85.66,99.69,85.32,95.34,95.34,747496400,AMD
2022-05-09,92.87,96.57,83.27,95.12,95.12,685179400,AMD
2022-05-16,93.86,104.22,88.26,93.5,93.5,743529100,AMD
2022-05-23,91.66,102.4,89.52,102.26,102.26,597026600,AMD
2022-05-30,102.43,109.5,99.55,106.3,106.3,456252800,AMD
2022-06-06,108.27,109.57,94.25,94.82,94.82,470826100,AMD
2022-06-13,91.26,92.03,79.43,81.57,81.57,485635800,AMD
2022-06-20,84.17,87.53,80.23,87.08,87.08,363583800,AMD
2022-06-27,87.36,88.22,72.69,73.67,73.67,467525800,AMD
2022-07-04,71.98,80.47,71.6,79.35,79.35,348094700,AMD
2022-07-11,77.85,81.2,74.43,81.11,81.11,392922700,AMD
2022-07-18,82.21,91.58,80.94,88.1,88.1,431299400,AMD
2022-07-25,86.57,94.81,84.71,94.47,94.47,373204900,AMD
2022-08-01,95.59,104.59,93.62,102.31,102.31,564069300,AMD
2022-08-08,100.06,102.37,93.67,100.83,100.83,415329800,AMD
2022-08-15,100.51,101.85,94.59,95.95,95.95,328564600,AMD
2022-08-22,94.4,97.6,90.9,91.18,91.18,297853400,AMD
2022-08-29,90.05,91.19,78.52,80.24,80.24,375000400,AMD
2022-09-05,80.41,85.68,77.74,85.45,85.45,294615500,AMD
2022-09-12,84.89,85.35,74.68,76.51,76.51,381444900,AMD
2022-09-19,75.39,78.41,66.82,67.96,67.96,387292600,AMD
2022-09-26,67.87,68.8,62.83,63.36,63.36,434376500,AMD
2022-10-03,64.46,70.29,58.22,58.44,58.44,510241700,AMD
2022-10-10,57.31,60.14,54.57,55.94,55.94,543679900,AMD
2022-10-17,57.35,60.49,55.71,58.82,58.82,430665900,AMD
2022-10-24,58.57,62.72,56.66,62.01,62.01,403638900,AMD
2022-10-31,60.75,63.93,58.03,62.19,62.19,479821400,AMD
2022-11-07,62.93,73.32,59.8,72.37,72.37,421306600,AMD
2022-11-14,75.22,79.16,70.16,73.57,73.57,453351100,AMD
2022-11-21,72.21,78.22,71.57,75.14,75.14,214629000,AMD
2022-11-28,73.81,79.23,72.57,74.98,74.98,309909200,AMD
2022-12-05,74.54,75.17,68.52,68.59,68.59,286959900,AMD
2022-12-12,68.54,75.21,64.8,65.41,65.41,321699900,AMD
2022-12-19,65.12,67.85,62.26,64.52,64.52,262686500,AMD
2022-12-26,63.87,65.18,61.96,64.77,64.77,154168000,AMD
2023-01-02,66.0,66.88,60.05,63.96,63.96,210649700,AMD
2023-01-09,66.22,71.65,65.67,71.0,71.0,271184600,AMD
2023-01-16,70.87,72.78,67.27,70.07,70.07,177107500,AMD
2023-01-23,72.22,77.08,71.54,75.4,75.4,302750900,AMD
2023-01-30,74.23,88.94,72.03,86.09,86.09,436642400,AMD
2023-02-06,84.63,88.0,80.47,81.48,81.48,268299200,AMD
2023-02-13,81.57,86.19,77.37,78.5,78.5,253391700,AMD
2023-02-20,77.15,81.79,75.92,78.09,78.09,217423700,AMD
2023-02-27,79.64,81.63,76.65,81.52,81.52,248748200,AMD
2023-03-06,82.03,87.81,80.67,82.67,82.67,344800400,AMD
2023-03-13,81.39,98.75,78.52,97.84,97.84,427982800,AMD
2023-03-20,96.3,102.43,92.9,97.95,97.95,436911800,AMD
2023-03-27,98.02,99.53,92.87,98.01,98.01,287477100,AMD
2023-04-03,96.7,97.27,90.62,92.47,92.47,194608900,AMD
2023-04-10,91.32,96.07,90.5,91.75,91.75,237162500,AMD
2023-04-17,90.23,92.16,88.06,88.43,88.43,219042600,AMD
2023-04-24,88.11,89.75,83.76,89.37,89.37,244721200,AMD
2023-05-01,91.03,91.64,81.02,89.84,89.84,440572300,AMD
2023-05-08,89.99,99.94,89.17,95.26,95.26,370648900,AMD
2023-05-15,95.2,108.1,93.45,105.82,105.82,359782300,AMD
2023-05-22,104.68,127.43,103.49,127.03,127.03,405871300,AMD
2023-05-29,130.42,130.79,116.6,117.86,117.86,304818500,AMD
2023-06-05,116.59,127.25,116.42,124.92,124.92,349914100,AMD
2023-06-12,128.52,132.83,119.9,120.08,120.08,481178700,AMD
2023-06-19,119.09,121.75,107.46,110.01,110.01,285987800,AMD
2023-06-26,110.95,114.69,107.08,113.91,113.91,307151800,AMD
2023-07-03,115.16,117.66,110.31,113.17,113.17,160838700,AMD
2023-07-10,113.0,122.12,109.5,115.94,115.94,308276800,AMD
2023-07-17,115.95,121.67,109.24,110.95,110.95,350055000,AMD
2023-07-24,110.62,115.08,108.55,112.96,112.96,268425600,AMD
2023-07-31,114.16,119.5,107.38,115.82,115.82,496527100,AMD
2023-08-07,116.36,119.08,106.48,107.57,107.57,289170200,AMD
2023-08-14,106.75,113.18,101.68,105.45,105.45,284514300,AMD
2023-08-21,106.2,111.64,99.58,102.25,102.25,335282800,AMD
2023-08-28,103.47,110.06,100.89,109.45,109.45,274812300,AMD
2023-09-04,109.0,111.82,105.09,106.09,106.09,209091000,AMD
2023-09-11,107.32,109.15,101.28,101.49,101.49,256665400,AMD
2023-09-18,100.82,103.94,95.61,96.2,96.2,257744000,AMD
2023-09-25,95.95,104.94,94.46,102.82,102.82,265921100,AMD
2023-10-02,102.21,107.87,99.17,107.24,107.24,260856000,AMD
2023-10-09,106.01,111.31,104.75,105.09,105.09,261625200,AMD
2023-10-16,105.42,107.48,101.44,101.81,101.81,256576400,AMD
2023-10-23,100.81,102.42,93.12,96.43,96.43,258579900,AMD
2023-10-30,96.14,113.39,94.07,112.25,112.25,398858800,AMD
2023-11-06,112.6,119.7,110.22,118.59,118.59,277984000,AMD
2023-11-13,118.34,122.11,116.0,120.62,120.62,255485700,AMD
2023-11-20,120.7,124.76,117.94,122.31,122.31,160066700,AMD
2023-11-27,122.07,125.73,118.65,121.39,121.39,184178200,AMD
2023-12-04,119.75,131.0,116.37,128.92,128.92,347498000,AMD
2023-12-11,130.56,141.82,128.25,139.15,139.15,427291500,AMD
2023-12-18,139.15,143.47,135.37,139.6,139.6,246160800,AMD
2023-12-25,140.07,151.05,139.92,147.41,147.41,222019700,AMD
2024-01-01,144.28,144.4,133.74,138.58,138.58,255095900,AMD
2024-01-08,140.36,150.88,140.15,146.56,146.56,307599200,AMD
2024-01-15,150.36,174.25,149.98,174.23,174.23,488486800,AMD
2024-01-22,174.39,184.92,164.15,177.25,177.25,559873300,AMD
2024-01-29,178.77,179.0,162.56,177.66,177.66,518462300,AMD
2024-02-05,179.09,180.01,165.5,172.48,172.48,298629700,AMD
2024-02-12,172.68,180.5,164.3,173.87,173.87,283673300,AMD
2024-02-19,171.14,183.83,161.81,176.52,176.52,285216700,AMD
2024-02-26,178.78,202.72,172.49,202.64,202.64,334136200,AMD
2024-03-04,205.16,227.3,199.15,207.39,207.39,423391000,AMD
2024-03-11,203.01,203.55,184.03,191.06,191.06,392293400,AMD
2024-03-18,193.29,193.5,174.0,179.65,179.65,357687200,AMD
2024-03-25,172.9,183.4,172.0,180.49,180.49,250571900,AMD
2024-04-01,180.1,187.24,165.58,170.42,170.42,340039000,AMD
2024-04-08,168.2,171.66,161.82,163.28,163.28,258854200,AMD
2024-04-15,164.43,164.88,145.29,146.64,146.64,316574600,AMD
2024-04-22,148.15,158.63,145.63,157.4,157.4,222843600,AMD
2024-04-29,159.08,162.29,141.16,150.6,150.6,293030000,AMD
2024-05-06,153.1,157.7,150.61,151.92,151.92,181398200,AMD
2024-05-13,151.28,169.72,148.78,164.47,164.47,245664500,AMD
2024-05-20,165.55,173.14,158.27,166.36,166.36,269734400,AMD
2024-05-27,169.42,174.55,160.07,166.9,166.9,233844700,AMD
2024-06-03,170.82,171.08,158.87,167.87,167.87,259772000,AMD
2024-06-10,162.48,165.55,156.92,159.63,159.63,234895000,AMD
2024-06-17,158.0,166.82,153.34,161.23,161.23,250940100,AMD
2024-06-24,159.75,166.45,156.0,162.21,162.21,214125600,AMD
